0.5,0.5,0.965091,0.804127,0.566763,0.690419,0.485271,0.474323,0.13642,0.223637,0.418796,0.211348,0.804125,0.873474,0.134108,0.813933,0.904953,0.0181474,0.106974,0.314466,65379,361061,883017,473927,795200,792943,529515,596430,373618,199924,898957,429744,71821.4,419134,316160,321426,237724,154270,663399,627603,841994,460357,537065,376641,247232,813835,796651,200845,162832,196667,252176,654115,396392,353371,449030,845742,286921,231821,656786,743046
0.521855,0.628239,0.913431,0.672796,0.614055,0.690666,0.485271,0.490114,0.0404171,0.358539,0.353873,0.158455,0.785039,0.878348,0.306583,0.838299,1,0.0181474,0.177697,0.208121,65379,361061,707799,413793,795200,792943,529515,596430,373618,199924,876481,521827,19835,467929,206944,792666,569949,130649,364239,292592,619196,57889.3,733383,444128,299553,801868,796651,200845,173986,390985,225990,569924,396392,353371,692969,835695,186797,307916,797122,970756
0.610871,0.671695,0.949343,0.741327,0.712952,0.656329,0.485271,0.404746,0,0.284705,0.439507,0.131646,0.654309,0.943693,0.339611,0.912493,0.90833,0.0852858,0.224866,0.199261,186022,301693,638704,316657,795200,792943,529515,596430,373618,199924,876481,521827,19835,637109,264126,660770,611144,51121,147192,51121,148337,214112,961951,912240,299553,801868,796651,200845,63596.2,669552,225990,569924,396392,353371,440723,757374,214583,433085,842715,970756
0.627641,0.681526,0.937598,0.741327,0.656137,0.543537,0.463512,0.353925,0,0.321999,0.490397,0.0216532,0.727609,0.877788,0.103581,0.923878,0.796579,0.0592957,0.211603,0.365839,186022,301693,615731,480424,721913,810055,628959,631167,373618,199924,876481,521827,173082,51121,537132,534397,295443,437484,580643,51121,344013,138642,630873,714165,299553,801868,853983,199567,592561,970756,225990,569924,395995,439817,631364,970756,63466.5,500259,961951,945985
0.698328,0.883259,1,0.808421,0.656137,0.702594,0.463512,0.410846,0.0574038,0.439097,0.45039,0.109156,0.610352,0.877788,0.224841,1,0.895059,0.176238,0.294234,0.312643,153337,361644,615731,480424,721913,810055,425309,453618,373618,199924,876481,521827,620228,186111,773364,157766,804682,589095,488609,59925.9,19835,338339,961951,839855,284219,842684,853983,199567,248724,717039,159265,539884,464879,224537,718835,970756,216821,579170,961951,804034
0.573822,0.91963,0.945706,0.737508,0.583176,0.679856,0.470086,0.311765,0.00201027,0.459146,0.415356,0.0859843,0.704386,0.992756,0.0535079,1,0.843076,0.132999,0.278098,0.389744,153337,361644,615731,480424,721913,810055,425309,453618,260438,157665,876481,521827,801734,223396,773364,157766,129481,229783,346239,210209,19835,51121,961951,911042,297771,779328,853983,199567,509648,970756,159265,539884,466168,211905,961951,803910,19835,828568,961951,912830
0.543341,0.911856,1,0.810437,0.76129,0.757903,0.486509,0.364313,0,0.477596,0.483541,0,0.727477,0.958406,0.226391,0.957331,0.913766,0.228734,0.278098,0.159912,153337,361644,615731,480424,721913,810055,425309,453618,260438,157665,876481,521827,890732,462109,247705,51121,39780.7,51121,492056,294750,19835,395489,961951,970756,297771,779328,853983,199567,961951,476071,159265,539884,490602,174149,961951,970756,313829,638891,912868,949096
0.757404,1,1,0.963878,0.642507,0.757903,0.416192,0.259737,0,0.457391,0.40002,0.0481556,0.760288,0.989986,0.201314,1,0.9259,0.148938,0.18971,0.289394,153337,361644,615731,480424,721913,810055,425309,453618,260438,157665,876481,521827,961951,674789,19835,294693,324337,298241,961951,51121,70529.4,289754,374481,242635,323275,778063,853983,199567,961951,603313,159265,539884,490602,174149,744502,659923,19835,931762,108800,950464
0.871957,0.983523,0.983516,0.969226,0.618187,0.717401,0.256125,0.405475,0.131661,0.45084,0.40002,0.130203,0.743625,0.915674,0.167442,1,0.966707,0.166021,0.20214,0.282231,153337,361644,615731,480424,721913,810055,395458,490203,260438,157665,876481,521827,573044,451393,19835,494549,373724,159520,796845,51121,216701,252513,374481,242635,323275,778063,845239,225908,961951,400681,159265,539884,529030,186543,819225,101228,235886,720344,111467,918702
0.996052,0.924682,0.93339,0.92958,0.580046,0.705797,0.268946,0.363975,0.0534033,0.410763,0.365261,0.0165391,0.831244,0.908012,0.205979,1,0.853687,0.303479,0.189621,0.196365,153337,361644,615731,480424,721913,810055,395458,490203,260438,157665,854410,518943,781416,440929,280544,448004,184804,142660,877719,51121,35195.3,153545,160848,134345,323275,778063,845239,225908,851348,592374,159265,539884,486011,189189,670752,51121,253362,761946,140790,970756
0.933979,0.929156,0.925427,0.90147,0.621561,0.705797,0.257162,0.404474,0.168625,0.405382,0.331234,0,0.850441,0.948153,0.273746,0.960369,0.849022,0.303479,0.0405761,0.171997,153337,361644,615731,480424,721913,810055,395458,490203,295480,189967,822577,580228,961951,305305,465522,628274,192045,51121,775940,51121,184827,383839,19835,272429,323275,778063,845239,225908,177240,970756,159265,539884,486011,189189,533732,51121,167746,578508,177938,656802
0.955775,0.81067,0.946024,0.81824,0.589304,0.68083,0.393484,0.450046,0.20332,0.405382,0.334387,0.263831,0.865246,0.959949,0.157555,0.970099,0.797104,0.253914,0.0784035,0.113795,153337,361644,615731,480424,721913,810055,395458,490203,295480,189967,822577,580228,615015,319793,469653,196705,19835,275603,919654,359967,386959,388423,216434,287000,323275,778063,845239,225908,404800,970756,159265,539884,486011,189189,79088,319547,339416,51121,124390,970756
1,0.860094,0.90608,0.784126,0.50454,0.848754,0.382899,0.468624,0.35202,0.405382,0.33794,0.202898,0.809128,0.952555,0.0730779,0.991811,1,0.37248,0.0838119,0.245684,153337,361644,615731,480424,721913,810055,395458,490203,295480,189967,822577,580228,636161,51121,835224,301788,371746,277115,961951,733783,166302,387145,19835,250433,323275,778063,824398,221334,268617,827250,140805,580805,486011,189189,371017,962691,403622,258164,368705,582128
1,0.865281,0.792701,0.774447,0.558736,0.710158,0.436398,0.450777,0.270159,0.332193,0.383879,0.126541,0.754193,1,0.0979922,1,0.925059,0.40271,0.205828,0.245153,153337,361644,615731,480424,721913,810055,395458,490203,295480,189967,822577,580228,636161,51121,896314,339401,371746,277115,681882,692699,271135,308317,297064,418135,323275,778063,840638,238567,53091.9,779904,140805,580805,486011,189189,875348,908352,258430,490119,605119,898108
