0.5,0.5,0.5,0.5,0.5,0.5,0.424291,0.5,0.5,0.491113,0.5,0.5,0.455834,0.5,0.5,0.0891498,0.819552,0.809154,0.0743846,0.184333,658174,726238,598474,449043,195371,785650,108846,518208,399094,209026,337987,312969,793156,632764,52496.5,896734,696390,713225,623414,268345,438888,634157,840125,263763,157701,438738,90450.8,271225,896909,605947,356867,100735,469403,89260.1,477427,416121,429288,146738,721931,143872
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.792956,0.214957,0.132955,0.418691,0.593212,157745,279119,446381,326692,805966,925903,423233,236659,746973,733292,194721,844753,547878,259709,151155,291046,831894,911572,133042,67606.4,893723,290137,427303,793036,299680,487803,127125,760894,683372,799141,778839,703563,140880,170625,147501,727286,34782.8,914373,660334,559414
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.630016,0.234594,0.514902,0.452892,0.825301,754831,101028,800893,136573,660008,605964,774052,613117,945032,645863,33128.7,640215,477031,516786,513821,80334.8,155819,398523,799841,829147,148473,913912,194004,133632,859117,573516,449135,801057,194097,611341,635333,399312,531925,885314,871629,879278,858890,94617.9,362786,240501
0.591936,0.568254,0.642947,0.577673,0.557571,0.498695,0.48746,0.42935,0.525029,0.484402,0.425015,0.535579,0.480166,0.5,0.501739,0.0758034,0.800979,0.871132,0.0737642,0.165599,727147,942268,598474,449043,298571,856108,127136,610233,391881,402907,168829,51121,961951,178475,306856,721949,859136,689208,841225,443265,554481,456512,840125,263763,19835,562474,160551,307757,896909,605947,24800.6,51121,355972,613586,455270,144066,429288,146738,692477,51121
0.582034,0.369767,0.488012,0.5,0.632116,0.455814,0.40628,0.575549,0.511561,0.516639,0.598564,0.464044,0.509242,0.5,0.5,0.630743,0.629289,0.0557991,0.201594,0.0615694,520957,834458,143185,476213,887723,184948,825067,137676,808942,597018,719887,253200,527919,543246,599137,429121,562064,197564,194416,849840,134299,594941,678698,616253,250511,385450,319993,227431,800349,787556,797075,341407,367662,475129,961951,203013,178508,250570,245311,970756
0.5,0.422572,0.724762,0.555322,0.545886,0.527219,0.469401,0.587567,0.393763,0.452602,0.430393,0.5,0.552815,0.243726,0.587548,0.381121,0.262268,0.899433,0.39938,0.49135,866404,574139,706457,419079,671050,338364,455721,154538,706305,774985,510147,475509,440454,115638,895772,190045,27824.8,223649,372533,938718,19835,757462,227793,310260,308365,802259,345192,366077,175051,543556,19835,134145,625088,890084,347492,619127,312561,647287,580360,345059
0.591936,0.511662,0.642947,0.570357,0.603239,0.552179,0.463328,0.485319,0.766284,0.484402,0.401535,0.534959,0.478589,0.565753,0.529348,0.141392,0.780337,1,0.0737642,0.106821,647824,857457,598474,449043,298571,856108,127136,610233,391881,402907,313916,147562,687112,274943,253086,554709,859136,689208,699478,605232,554481,456512,840125,263763,19835,780897,160551,307757,896909,605947,19835,51121,355972,613586,455270,144066,199058,163321,794878,373960
0.582034,0.350713,0.477868,0.5055,0.598567,0.493445,0.307745,0.635561,0.511561,0.5,0.507519,0.431664,0.608615,0.592091,0.5,0.630743,0.556368,0.0611737,0.228299,0.131724,434826,842899,19835,970756,877097,194549,825067,137676,808942,597018,639977,51121,340990,551835,599137,429121,562064,197564,194416,849840,134299,594941,536753,716324,224534,311978,319993,227431,726140,827042,797075,341407,367662,475129,961951,203013,116246,301373,691238,885208
0.53993,0.16729,0.793472,0.648174,0.600258,0.525535,0.404758,0.582655,0.489997,0.489779,0.359531,0.535131,0.693912,0.0897143,0.594772,0.381121,0.33168,0.882099,0.34773,0.391517,866404,574139,923265,526981,614115,409869,455721,154538,706305,774985,429333,409964,422305,138581,823501,238897,19835,51121,372533,938718,19835,711416,227793,310260,308365,802259,535214,359316,175051,543556,26265.2,129572,79345.4,687935,347492,619127,758718,749358,810547,362878
0.679204,0.643448,0.642947,0.523743,0.623706,0.612862,0.395862,0.485319,0.775664,0.49294,0.384789,0.585678,0.478589,0.558982,0.569296,0.182993,0.806306,0.953845,0.1619,0.0751257,647824,857457,598474,449043,359156,799862,168387,577609,391881,402907,313916,147562,883397,545873,401262,762115,859136,689208,724391,286039,554481,456512,840125,263763,126508,644394,160551,307757,831949,566694,19835,51121,289355,565124,455270,144066,167712,186633,555122,218387
0.582034,0.364063,0.301733,0.525668,0.549772,0.471463,0.310831,0.721032,0.528116,0.629665,0.69139,0.379838,0.608615,0.659427,0.545597,0.693362,0.556368,0.0438341,0.209629,0.0796343,422689,802107,19835,785883,878416,51121,825067,137676,853632,544172,639977,51121,356592,301074,599137,429121,562064,197564,194416,849840,114241,563523,273451,462171,224534,311978,319993,227431,726140,827042,797075,341407,367662,475129,809757,261056,19835,208394,713548,970756
0.561923,0.3958,0.90935,0.644821,0.657606,0.675761,0.326373,0.708794,0.248956,0.489779,0.317174,0.544407,0.593543,0.118593,0.697073,0.293353,0.234161,0.821932,0.3322,0.405842,866404,574139,961951,543942,661186,515849,455721,154538,706305,774985,429333,409964,788217,634594,823501,238897,316573,58688.9,849623,625669,317340,358911,227793,310260,308365,802259,415282,51121,175051,543556,91355.8,51121,25111.3,886878,347492,619127,410522,492487,810546,413437
0.72197,0.673215,0.62323,0.529096,0.533194,0.632229,0.248595,0.485319,0.720627,0.427074,0.404678,0.673567,0.432542,0.538543,0.624074,0,0.851102,0.885695,0.0675243,0.13115,647824,857457,600987,468736,359156,799862,168387,577609,391881,402907,313916,147562,793153,293399,401262,762115,859136,689208,816930,222028,709697,607353,812939,267598,22792.4,486585,160551,307757,831949,566694,19835,51121,348257,562478,496287,216098,165263,389457,220155,118917
0.601266,0.364063,0.241277,0.58991,0.593659,0.461915,0.205115,0.74764,0.589785,0.737291,0.734312,0.39391,0.670037,0.535,0.782457,0.608262,0.648517,0.0100671,0.234969,0.11191,422689,802107,428451,719151,564706,358476,825067,137676,853632,544172,421387,175377,366723,389115,599137,429121,494253,146193,194416,849840,114241,563523,167539,732311,224534,311978,364275,150548,726140,827042,797075,341407,367662,475129,860003,68972.3,19835,118033,961951,963676
0.628292,0.410891,0.90935,0.573228,0.512732,0.706764,0.498585,0.703439,0.2211,0.451265,0.198406,0.544407,0.622559,0.0382002,0.762344,0.399916,0.26477,0.821932,0.3322,0.398186,866404,574139,961951,635408,649067,509384,455721,154538,706305,774985,429333,409964,959741,907665,823501,238897,19835,439511,673274,890915,19835,676212,227793,310260,308365,802259,438452,267012,175051,543556,92540,435064,328320,502063,373757,557976,616427,724637,961951,68479.8
0.792301,0.764369,0.627166,0.526873,0.615528,0.632229,0.337831,0.388192,0.799443,0.427074,0.404678,0.741217,0.305002,0.645326,0.632084,0.0359024,0.790032,0.884447,0,0.0813079,647824,857457,600987,468736,359156,799862,168387,577609,391881,402907,313916,147562,404244,263894,434885,959937,863120,706460,816930,222028,709697,607353,812939,267598,272568,240862,160551,307757,866655,527831,71737.6,145566,348257,562478,489153,205632,390728,661491,220155,118917
0.534972,0.362565,0.352816,0.5116,0.591915,0.454916,0.0452078,0.840853,0.617213,0.687616,0.646194,0.483299,0.513541,0.720289,0.550078,0.718916,0.622277,0,0.3327,0.174621,422689,802107,124080,549470,709102,162650,825067,137676,828269,578741,163035,51121,220180,375871,599137,429121,494253,146193,194416,849840,114241,563523,200042,376882,224534,311978,364275,150548,726140,827042,797075,341407,367662,475129,797538,51121,19835,205249,691315,970756
0.792301,0.764369,0.554187,0.526873,0.615528,0.632229,0.337831,0.35658,0.799443,0.427074,0.404678,0.741217,0.305002,0.619541,0.632084,0.0359024,0.790032,0.838737,0,0.0813079,647824,857457,600987,468736,359156,799862,168387,577609,391881,402907,313916,147562,183030,254261,434885,959937,863120,706460,787981,128530,709697,607353,812939,267598,272568,240862,160551,307757,866655,527831,71737.6,145566,348257,562478,489153,205632,390728,661491,220155,118917
0.727167,0.800092,0.559499,0.586331,0.6756,0.741711,0.261649,0.329756,0.736157,0.22189,0.357608,0.602091,0.176352,0.800967,0.613169,0.0128576,0.853323,0.946686,0,0,647824,857457,600987,468736,359156,799862,168387,577609,391881,402907,313916,147562,160557,588968,475315,927951,863120,706460,485178,452773,696942,965912,837989,267816,514185,224260,160551,307757,847725,553246,71737.6,145566,348257,562478,492498,184727,597463,943552,75290.5,324906
0.576637,0.368527,0.411084,0.5116,0.54419,0.488651,0,0.79298,0.666742,0.526843,0.600431,0.404691,0.513541,0.523145,0.621981,0.70117,0.622277,0.0154221,0.3327,0.46163,422689,802107,350031,496050,955983,156572,825067,137676,828269,578741,220991,51121,413786,224471,599137,429121,494253,146193,194416,849840,114241,563523,187221,923162,224534,311978,364275,150548,726140,827042,797075,341407,367662,475129,636177,51121,25902.2,106366,444332,970756
0.768982,0.778749,0.628668,0.559167,0.790439,0.59622,0.266165,0.340875,0.794294,0.374592,0.434057,0.741217,0.375542,0.674423,0.598202,0.102764,0.890559,0.838737,0,0,647824,857457,600987,468736,317136,819193,168387,577609,391881,402907,313916,147562,651849,283616,19835,896116,863120,706460,860400,547848,805291,576816,812939,267598,50550.8,375739,186148,314511,866655,527831,158903,388913,348257,562478,489153,205632,207078,580801,220155,118917
